StartOfMonth,Season,State,Average State Income,Contact Method,Age Group,Gender,Scam Category,Scam Type,Amount_lost,Number_of_reports
1/1/2024,Summer,Western Australia,2094.3,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$440.00,3
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$200.00,4
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$3180.00,2
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$1753.06,3
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$1550.00,3
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$2030.00,2
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$700.00,7
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$5000.00,2
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$545.00,4
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$2550.00,4
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$310.00,3
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$4115.00,7
1/6/2024,Winter,Western Australia,2094.3,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$1250.00,4
1/6/2024,Winter,Western Australia,2094.3,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$7478.00,4
1/6/2024,Winter,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$1350.00,3
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$2172.00,4
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$420.00,3
1/4/2024,Autumn,Western Australia,2094.3,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$500.00,2
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$50.00,6
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$8140.00,2
1/6/2024,Winter,Western Australia,2094.3,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$100.00,4
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,$410.00,5
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,$300.00,2
1/1/2024,Summer,Western Australia,2094.3,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$3325.00,7
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$3335.00,9
1/3/2024,Autumn,Western Australia,2094.3,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$150.00,2
1/5/2024,Autumn,Western Australia,2094.3,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$3140.00,3
1/2/2024,Summer,Queensland,1901,Internet,45 - 54,Female,Buying or selling,Classified,$450.00,2
1/3/2024,Autumn,Queensland,1901,Internet,65 and over,Female,Buying or selling,Classified,$91.78,4
1/4/2024,Autumn,Queensland,1901,Internet,45 - 54,Female,Buying or selling,Classified,$500.00,2
1/4/2024,Autumn,Queensland,1901,Internet,55 - 64,Female,Buying or selling,Classified,$1600.00,4
1/6/2024,Winter,Queensland,1901,Internet,25 - 34,Female,Buying or selling,Classified,$110.00,2
1/2/2024,Summer,Queensland,1901,Internet,45 - 54,Male,Buying or selling,Classified,$45.99,2
1/4/2024,Autumn,Queensland,1901,Internet,45 - 54,Male,Buying or selling,Classified,$1300.00,2
1/1/2024,Summer,Queensland,1901,Internet,65 and over,Male,Buying or selling,Classified,$1809.00,4
1/2/2024,Summer,Queensland,1901,Internet,65 and over,Male,Buying or selling,Classified,$500.00,4
1/3/2024,Autumn,Queensland,1901,Internet,65 and over,Male,Buying or selling,Classified,$240.00,2
1/4/2024,Autumn,Queensland,1901,Internet,65 and over,Male,Buying or selling,Classified,$364.00,3
1/6/2024,Winter,Queensland,1901,Internet,65 and over,Male,Buying or selling,Classified,$3.00,3
1/2/2024,Summer,Queensland,1901,Phone call,25 - 34,Female,Buying or selling,Classified,$2500.00,2
1/1/2024,Summer,Queensland,1901,Phone call,45 - 54,Male,Buying or selling,Classified,$8250.00,2
1/2/2024,Summer,Queensland,1901,Phone call,45 - 54,Male,Buying or selling,Classified,$9700.00,3
1/5/2024,Autumn,Queensland,1901,Phone call,55 - 64,Male,Buying or selling,Classified,$3720.00,3
1/2/2024,Summer,Queensland,1901,Mobile apps,35 - 44,Female,Buying or selling,Classified,$20.00,2
1/1/2024,Summer,Queensland,1901,Mobile apps,35 - 44,Male,Buying or selling,Classified,$8000.00,2
1/1/2024,Summer,Queensland,1901,Mobile apps,25 - 34,Male,Buying or selling,Classified,$107.00,2
1/4/2024,Autumn,Queensland,1901,Mobile apps,45 - 54,Male,Buying or selling,Classified,$1600.00,2
1/6/2024,Winter,Queensland,1901,Mobile apps,35 - 44,Male,Buying or selling,Classified,$369.00,2
1/4/2024,Autumn,Queensland,1901,Text message,65 and over,Female,Buying or selling,Classified,$60.00,6
1/2/2024,Summer,Queensland,1901,Text message,45 - 54,Female,Buying or selling,Classified,$2500.00,2
1/4/2024,Autumn,Queensland,1901,Text message,55 - 64,Male,Buying or selling,Classified,$1200.00,2
1/5/2024,Autumn,Queensland,1901,Text message,35 - 44,Male,Buying or selling,Classified,$212.50,3
1/3/2024,Autumn,Queensland,1901,Text message,65 and over,Male,Buying or selling,Classified,$1000.00,2
1/1/2024,Summer,Queensland,1901,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$500.00,5
1/2/2024,Summer,Queensland,1901,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$4600.00,7
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$1200.00,8
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$1695.00,9
1/6/2024,Winter,Queensland,1901,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$19632.15,5
1/1/2024,Summer,Queensland,1901,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$2150.00,5
1/2/2024,Summer,Queensland,1901,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$1350.00,5
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$700.00,5
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$2012.15,5
1/6/2024,Winter,Queensland,1901,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$300.00,4
1/1/2024,Summer,Queensland,1901,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$3825.00,5
1/2/2024,Summer,Queensland,1901,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$3800.00,2
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$1170.00,5
1/6/2024,Winter,Queensland,1901,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$50.00,4
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,65 and over,Male,Buying or selling,Classified,$224.23,3
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,65 and over,Male,Buying or selling,Classified,$2500.00,5
1/6/2024,Winter,Queensland,1901,Social media/Online forums,65 and over,Male,Buying or selling,Classified,$1300.00,5
1/6/2024,Winter,Queensland,1901,Social media/Online forums,18 - 24,Male,Buying or selling,Classified,$250.00,3
1/1/2024,Summer,Queensland,1901,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$3158.00,9
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$24980.00,8
1/6/2024,Winter,Queensland,1901,Social media/Online forums,35 - 44,Male,Buying or selling,Classified,$2730.00,5
1/2/2024,Summer,Queensland,1901,Social media/Online forums,65 and over,Female,Buying or selling,Classified,$2370.72,3
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,18 - 24,Female,Buying or selling,Classified,$1374.00,4
1/1/2024,Summer,Queensland,1901,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$100.00,3
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$4490.00,8
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$1529.99,9
1/6/2024,Winter,Queensland,1901,Social media/Online forums,55 - 64,Female,Buying or selling,Classified,$50.00,3
1/1/2024,Summer,Queensland,1901,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$1800.00,6
1/2/2024,Summer,Queensland,1901,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$1893.79,7
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$4980.00,8
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$1680.89,4
1/6/2024,Winter,Queensland,1901,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$3910.00,6
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,$2980.00,8
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,$2250.00,5
1/6/2024,Winter,Queensland,1901,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,$10780.00,5
1/1/2024,Summer,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$1400.00,6
1/2/2024,Summer,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$2110.00,4
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$205.00,7
1/4/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$680.00,7
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$11810.43,16
1/6/2024,Winter,Queensland,1901,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$2671.00,6
1/5/2024,Autumn,Victoria,1882,Text message,55 - 64,Male,Buying or selling,Classified,$750.00,3
1/2/2024,Summer,Victoria,1882,Text message,25 - 34,Male,Buying or selling,Classified,$1400.00,2
1/5/2024,Autumn,Victoria,1882,Text message,25 - 34,Female,Buying or selling,Classified,$1350.00,3
1/1/2024,Summer,Victoria,1882,Phone call,45 - 54,Female,Buying or selling,Classified,$850.00,2
1/2/2024,Summer,Victoria,1882,Phone call,35 - 44,Female,Buying or selling,Classified,$3476.00,2
1/3/2024,Autumn,Victoria,1882,Phone call,35 - 44,Female,Buying or selling,Classified,$800.00,3
1/4/2024,Autumn,Victoria,1882,Phone call,18 - 24,Female,Buying or selling,Classified,$200.00,2
1/4/2024,Autumn,Victoria,1882,Internet,45 - 54,Male,Buying or selling,Classified,$160.00,3
1/5/2024,Autumn,Victoria,1882,Internet,45 - 54,Male,Buying or selling,Classified,$192.50,3
1/1/2024,Summer,Victoria,1882,Internet,55 - 64,Male,Buying or selling,Classified,$12150.00,4
1/2/2024,Summer,Victoria,1882,Internet,25 - 34,Male,Buying or selling,Classified,$1885.00,2
1/4/2024,Autumn,Victoria,1882,Internet,65 and over,Male,Buying or selling,Classified,$1653.14,2
1/6/2024,Winter,Victoria,1882,Internet,65 and over,Male,Buying or selling,Classified,$548.85,2
1/4/2024,Autumn,Victoria,1882,Internet,35 - 44,Female,Buying or selling,Classified,$1035.00,3
1/2/2024,Summer,Victoria,1882,Internet,45 - 54,Female,Buying or selling,Classified,$450.00,3
1/6/2024,Winter,Victoria,1882,Internet,45 - 54,Female,Buying or selling,Classified,$385.00,2
1/1/2024,Summer,Victoria,1882,Mobile apps,45 - 54,Female,Buying or selling,Classified,$1280.00,2
1/1/2024,Summer,Victoria,1882,Mobile apps,25 - 34,Female,Buying or selling,Classified,$1600.00,3
1/1/2024,Summer,Victoria,1882,Mobile apps,45 - 54,Male,Buying or selling,Classified,$250.00,2
1/4/2024,Autumn,Victoria,1882,Mobile apps,18 - 24,Male,Buying or selling,Classified,$5043.00,2
1/2/2024,Summer,Victoria,1882,Mobile apps,35 - 44,Male,Buying or selling,Classified,$1300.00,3
1/5/2024,Autumn,Victoria,1882,Mobile apps,35 - 44,Male,Buying or selling,Classified,$1215.00,2
1/1/2024,Summer,Victoria,1882,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$200.00,4
1/1/2024,Summer,Victoria,1882,Social media/Online forums,18 - 24,Male,Buying or selling,Classified,$2760.00,3
1/3/2024,Autumn,Victoria,1882,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$7600.00,3
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,65 and over,Male,Buying or selling,Classified,$162.00,2
1/5/2024,Autumn,Victoria,1882,Social media/Online forums,55 - 64,Male,Buying or selling,Classified,$2270.00,6
1/6/2024,Winter,Victoria,1882,Social media/Online forums,18 - 24,Male,Buying or selling,Classified,$3370.00,4
1/1/2024,Summer,Victoria,1882,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$1520.00,13
1/2/2024,Summer,Victoria,1882,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$1050.00,5
1/3/2024,Autumn,Victoria,1882,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$3950.00,8
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$23300.00,6
1/6/2024,Winter,Victoria,1882,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,$1148.00,3
1/1/2024,Summer,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$2519.00,8
1/2/2024,Summer,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$2500.00,8
1/3/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$10080.00,7
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$300.00,2
1/5/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$320.00,5
1/6/2024,Winter,Victoria,1882,Social media/Online forums,45 - 54,Male,Buying or selling,Classified,$2333.00,4
1/1/2024,Summer,Victoria,1882,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$2596.00,11
1/2/2024,Summer,Victoria,1882,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$1905.95,5
1/3/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$219.98,4
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$6740.00,13
1/5/2024,Autumn,Victoria,1882,Social media/Online forums,45 - 54,Female,Buying or selling,Classified,$4150.00,6
1/1/2024,Summer,Victoria,1882,Social media/Online forums,25 - 34,Female,Buying or selling,Classified,$6360.00,10
